1. Crater name ,2. Diameter [km],3. Latitude [°],4. Longitude [°],8. Apparent diameter [km],11. Floor diameter [km],14. Apparent depth [km],16. Interior volume [km^3],20. Height of central peak [km],51. Age
Schubert N,65.13,1.79,72.65,56.01,34.46,2.737,3684.78,0,
Schubert X,49.18,0.31,76.75,42.29,24.26,2.335,1925.79,1.29,
Schumacher,61.31,42.42,60.81,52.73,31.95,2.721,3204.6,0,pre-Nectarian
Schumacher B,24.17,42.18,59.35,20.79,9.99,1.882,373.2,0.32,
Schuster,100.08,4.44,146.42,86.07,58.92,2.857,9939.84,0,Nectarian
Schuster J,13.83,1.72,149.54,11.48,3.2,2.236,0,0,
Schuster K,15.58,1.26,147.73,12.93,3.95,2.502,0,0,
Schuster N,29.02,3.28,145.82,24.96,12.55,1.989,569.39,0.46,
Schuster P,16.25,1.68,144.49,13.49,4.25,2.603,0,0,
Schuster Q,46.38,0.91,143.41,39.89,22.55,2.294,1681.9,1.15,Upper Imbrian
Schuster R,36.62,3.34,144.73,31.49,16.79,2.135,974.47,0.72,Lower Imbrian
Schuster Y,17.33,6.45,145.58,14.38,4.76,2.765,0,0.17,
Schwabe,25.47,65.1,45.48,21.9,10.67,1.912,421.21,0.35,
Schwabe C,29.3,67.74,46.95,25.2,12.7,1.995,582.16,0.47,
Schwabe D,15.29,64.68,44.78,12.69,3.82,2.458,0,0,
Schwabe E,18.78,64.14,43.43,16.15,5.49,1.743,0,0.19,
Schwabe F,19.71,66.45,50.15,16.95,5.98,1.768,232.97,0.21,
Schwabe G,14.88,65.5,42.01,12.35,3.64,2.396,0,0,
Schwabe K,8.85,67.7,49.23,7.35,1.45,1.469,27.73,0,
Schwabe U,17.44,66.57,57.06,14.48,4.82,2.782,0,0.17,
Schwabe W,9.05,69.62,52.52,7.51,1.51,1.501,29.65,0,
Schwabe X,7.34,68.33,56.6,6.09,1.05,1.232,15.82,0,
Schwarzschild,211.42,70.08,121.57,181.82,0,3.079,0,0,Nectarian
Schwarzschild A,44.65,78.47,124.24,38.4,21.5,2.267,1540.51,1.07,
Schwarzschild D,21.89,71.69,131.75,18.83,8.83,1.826,296.86,0.26,
Schwarzschild K,40.97,67.35,124.81,35.23,19.31,2.209,1262.91,0.9,Nectarian
Schwarzschild L,45.38,69.08,121.83,39.03,21.94,2.279,1599.31,1.1,Nectarian
Schwarzschild Q,17.52,66.24,108.83,14.54,4.86,2.794,0,0.17,
Schwarzschild S,16.78,67.72,104.53,13.93,4.5,2.683,0,0,
Schwarzschild T,15.61,69.83,107.63,12.96,3.96,2.506,0,0,
Scobee,41.53,-31.36,-149.64,35.72,19.64,2.218,1303.15,0.93,Nectarian
Scoresby,54.93,77.73,14.13,47.24,27.85,2.415,2486.21,0,Eratosthenian
Scoresby K,22.2,76.35,2.95,19.09,8.98,1.833,306.66,0.27,
Scoresby M,56.52,75.57,8.15,48.61,28.86,2.436,2655.61,0,
Scoresby P,22.98,75.89,12.78,19.76,9.38,1.853,332.12,0.29,
Scoresby Q,38.25,77.48,8.81,32.9,17.72,2.163,1077.6,0.79,
Scoresby W,10.4,74.38,11.14,8.63,1.93,1.71,44.99,0,
Scott,107.82,-82.35,48.52,92.73,64.67,2.879,11806.26,0,pre-Nectarian
Scott E,29.22,-81.17,35.7,25.13,12.66,1.993,578.49,0.46,
Scott M,17.85,-83.86,34.74,14.82,5.02,2.843,0,0.18,
Seares,99.5,73.74,147.23,85.57,58.5,2.856,9807.27,0,pre-Nectarian
Seares B,26.14,75.18,151.34,22.48,11.02,1.927,447.25,0.37,
Seares Y,36.93,77.49,141.02,31.76,16.96,2.14,993.63,0.73,
Secchi,22.13,2.4,43.56,19.03,8.95,1.832,304.43,0.27,
Secchi A,4.85,3.26,41.47,4.03,0.5,0.834,4.56,0,
Secchi B,5.16,3.66,41.52,4.28,0.56,0.884,5.5,0,
Secchi G,6.69,3.94,44.57,5.55,0.89,1.129,11.98,0,
Secchi K,6.01,-0.17,45.5,4.99,0.73,1.021,8.68,0,
Secchi U,4.93,1.08,42.19,4.09,0.52,0.847,4.79,0,
Secchi X,4.69,-0.77,43.67,3.89,0.47,0.808,4.13,0,
Sechenov,63.8,-6.97,-143.09,54.87,33.58,2.731,3513.28,0,Nectarian
Sechenov C,17.28,-5.15,-141.71,14.34,4.74,2.758,0,0.16,
Sechenov P,21.08,-9.75,-144.2,18.13,8.42,1.805,272.09,0.24,
Seeliger,8.28,-2.22,3,6.87,1.29,1.38,22.71,0,
Seeliger A,3.78,-1.88,3.04,3.14,0.32,0.66,2.16,0,
Seeliger S,2.88,-2.14,2.1,2.39,0.2,0.511,0.96,0,
Seeliger T,3.32,-2.2,4.31,2.76,0.26,0.584,1.46,0,
Segers,17.28,46.99,127.52,14.34,4.74,2.758,0,0.16,
Segers H,30.24,46.53,128.92,26.01,13.22,2.014,626.21,0.5,
Segers M,53.54,44.33,127.55,46.04,26.97,2.396,2343.28,0,Nectarian
Segers N,28.95,43.88,127.48,24.9,12.52,1.988,566.22,0.45,
Segner,67.84,-58.96,-48.68,58.34,36.25,2.748,4048.64,0,pre-Nectarian
Segner A,8.51,-57.27,-47.03,7.06,1.36,1.416,24.65,0,
Segner B,36.07,-57.74,-55.94,31.02,16.47,2.125,940.99,0.7,
Segner C,18.74,-57.8,-46.2,16.12,5.47,1.741,0,0.19,
Segner E,11.19,-57.48,-57,9.29,2.2,1.832,56.05,0,
Segner G,12.48,-56.39,-55.57,10.36,2.67,2.03,77.75,0,
Segner H,7.06,-58.64,-48.61,5.86,0.98,1.188,14.08,0,
Segner K,6.95,-56.17,-54.46,5.77,0.95,1.17,13.43,0,
Segner L,6.17,-58.76,-47.31,5.12,0.77,1.046,9.4,0,
Segner M,5.32,-59.78,-45.49,4.42,0.59,0.91,6.02,0,
Segner N,5.12,-59.34,-44.74,4.25,0.55,0.878,5.37,0,
Seidel,55.39,-32.65,152.47,47.64,28.14,2.421,2534.56,0,pre-Nectarian
Seidel J,19.65,-33.36,153.02,16.9,5.94,1.767,231.34,0.21,
Seidel M,31,-35.29,152.29,26.66,13.63,2.029,663.17,0.52,
Seidel U,27.56,-32.43,150.36,23.7,11.77,1.958,505.38,0.41,
Seleucus,45.01,21.09,-66.66,38.71,21.72,2.273,1569.35,1.08,Upper Imbrian
Seleucus A,6.36,22.04,-60.52,5.28,0.81,1.077,10.29,0,
Seleucus E,3.99,22.43,-63.92,3.31,0.36,0.694,2.54,0,
Seneca,47.57,26.71,79.81,40.91,23.27,2.312,1783.27,1.21,
Seneca A,18.35,26.28,75.07,15.78,5.27,1.73,0,0.19,
Seneca B,29.47,27.17,77.01,25.34,12.8,1.998,589.99,0.47,
Seneca C,21.34,26.32,74.48,18.35,8.55,1.812,279.91,0.25,
Seneca D,17.55,26.71,81.29,14.57,4.87,2.798,0,0.17,
Seneca E,17.11,29.32,79.71,14.2,4.66,2.732,0,0.16,
Seneca F,16.41,29.63,81.93,13.62,4.33,2.627,0,0,
Seneca G,20.66,29.48,83.23,17.77,8.21,1.794,259.73,0.23,
Serenitatis,920,26,18,791.2,0,3.567,0,0,Nectarian 
Seyfert,102.63,29.26,114.34,88.26,60.8,2.864,10534.66,0,Nectarian
Seyfert A,51.97,30.56,115.08,44.69,25.99,2.375,2187.59,0,Nectarian
Shackleton,20.92,-89.67,129.78,17.99,8.34,1.801,267.35,0.24,
Shahinaz,15.99,7.58,122.42,13.27,4.13,2.564,0,0,
Shakespeare,0.54,20.24,30.82,0.45,0.01,0.074,0.01,0,
Shaler,48.47,-32.89,-85.27,41.68,23.82,2.325,1862.17,1.25,Upper Imbrian
Shapley,24.82,9.35,56.83,21.35,10.33,1.897,396.8,0.34,
Sharonov,75.12,12.37,173.1,64.6,41.18,2.776,5123.57,0,Eratosthenian
Sharonov D,16.35,13.4,175.15,13.57,4.3,2.618,0,0,
Sharonov F,13.37,12.26,175.92,11.1,3.01,2.166,0,0,
Sharonov X,42.66,13.86,172.47,36.69,20.31,2.236,1386.52,0.98,Nectarian
Sharp,37.61,45.75,-40.22,32.34,17.35,2.152,1036.4,0.76,Upper Imbrian
Sharp A,17.26,47.62,-42.67,14.33,4.73,2.755,0,0.16,Eratosthenian
Sharp B,20.62,47.01,-45.35,17.73,8.19,1.793,258.57,0.23,
Sharp D,7.07,44.83,-42.17,5.87,0.98,1.189,14.14,0,
Sharp J,5.47,46.96,-38.06,4.54,0.62,0.934,6.55,0,
Sharp K,4.43,47.5,-38.56,3.68,0.43,0.766,3.48,0,
Sharp L,4.96,45.78,-38.23,4.12,0.52,0.852,4.88,0,
Sharp M,4.75,47.39,-41.46,3.94,0.48,0.818,4.29,0,
Sharp U,6.33,47.41,-48.68,5.25,0.81,1.072,10.15,0,
Sharp V,6.64,46.23,-47.06,5.51,0.88,1.121,11.71,0,
Sharp W,3.92,50.2,-45.44,3.25,0.35,0.683,2.41,0,
Sharp-Apollo,0.01,-3.02,-23.43,0.01,0,0.002,0,0,
Shatalov,24.05,24.26,140.48,20.68,9.93,1.879,368.94,0.32,
Shayn,92.9,32.52,172.42,79.89,53.69,2.836,8369.38,0,pre-Nectarian
Shayn B,35.72,34.47,173.49,30.72,16.27,2.119,920.03,0.69,Nectarian
Shayn F,36.88,32.97,175.39,31.72,16.93,2.139,990.52,0.73,Lower Imbrian
Shayn H,38.66,31.49,175.49,33.25,17.96,2.17,1104.46,0.8,Nectarian
Shayn Y,20.85,35.76,171.69,17.93,8.31,1.799,265.28,0.24,
Sheepshanks,23.67,59.24,17.04,20.36,9.73,1.87,355.61,0.31,
Sheepshanks A,6.65,60,18.96,5.52,0.88,1.123,11.76,0,
Sheepshanks B,4.77,60.32,21.09,3.96,0.49,0.821,4.34,0,
Sheepshanks C,10.39,57.03,18.09,8.62,1.93,1.709,44.86,0,
Sherlock,0.49,20.18,30.81,0.41,0.01,0.068,0,0,
Sherrington,18.8,-11.13,118,16.17,5.5,1.743,0,0.19,
Shi Shen,46.52,75.78,104.13,40.01,22.63,2.296,1693.65,1.16,Nectarian
Shi Shen P,21.26,71.64,96.82,18.28,8.51,1.81,277.49,0.25,
Shi Shen Q,33.85,73.99,96.18,29.11,15.21,2.084,812.56,0.62,Nectarian
Shirakatsi,48.13,-12.18,128.56,41.39,23.61,2.32,1832.14,1.24,Eratosthenian
Shoemaker,51.82,-88.14,45.91,44.57,25.9,2.372,2173.03,0,
Short,67.94,-74.54,-7.68,58.43,36.32,2.749,4062.44,0,pre-Nectarian
Short A,32.49,-76.94,-1.28,27.94,14.45,2.059,739.13,0.57,
Short B,89.84,-75.89,-5.17,77.26,51.49,2.826,7746.26,0,pre-Nectarian
Shorty,0.11,20.22,30.63,0.09,0,0.018,0,0,
Shternberg,74.36,19.38,-116.82,63.95,40.66,2.774,5004.62,0,pre-Nectarian
Shternberg C,27.22,20.85,-114.74,23.41,11.59,1.951,491.1,0.4,
Shuckburgh,37.73,42.65,52.71,32.45,17.42,2.154,1044.06,0.77,
Shuckburgh A,18.08,43.08,55.42,15.55,5.13,1.723,0,0.18,
Shuckburgh C,11.58,43.54,52.72,9.61,2.34,1.892,62.11,0,
Shuckburgh E,9.22,44.05,57,7.65,1.56,1.527,31.35,0,
Shuleykin,14.67,-27.11,-92.67,12.18,3.55,2.364,0,0,
Siedentopf,62.7,22.05,135.08,53.92,32.86,2.727,3374.93,0,Nectarian
Siedentopf F,41.09,22.19,138.15,35.34,19.38,2.211,1271.47,0.91,Nectarian
Siedentopf G,61.29,20.59,137.97,52.71,31.94,2.72,3202.19,0,Nectarian
Siedentopf H,47.14,20.88,136.92,40.54,23.01,2.305,1746.25,1.19,Lower Imbrian
Siedentopf M,32.4,18.99,135.13,27.86,14.4,2.057,734.41,0.57,Upper Imbrian
Siedentopf Q,39.58,20.99,133.9,34.04,18.5,2.186,1166.13,0.84,Nectarian
Sierpinski,66.94,-26.93,154.81,57.57,35.66,2.745,3925.64,0,Nectarian
Sierpinski Q,14.93,-28.19,153.83,12.39,3.66,2.403,0,0,
Sikorsky,97.67,-65.89,103.65,84,57.15,2.85,9395.62,0,Nectarian
Sikorsky Q,14.43,-65.79,103.45,11.98,3.45,2.328,0,0,
Sikorsky-Rittenhouse,310,-68,111,266.6,0,3.199,0,0,Nectarian 
Silberschlag,12.56,6.21,12.53,10.42,2.7,2.043,79.26,0,
Silberschlag A,6.44,6.93,13.22,5.35,0.83,1.089,10.68,0,
Silberschlag D,3.2,7.49,11.22,2.66,0.24,0.564,1.31,0,
Silberschlag E,3.37,5.2,12.73,2.8,0.26,0.592,1.53,0,
Silberschlag G,3.06,5.73,13.85,2.54,0.22,0.541,1.15,0,
Silberschlag P,31.63,6.8,12.01,27.2,13.98,2.042,694.71,0.54,
Silberschlag S,34.88,7.69,12.28,30,15.79,2.103,870.82,0.66,
Simpelius,68.89,-72.61,14.74,59.25,36.96,2.752,4194.86,0,pre-Nectarian
Simpelius A,57.54,-69.9,16.1,49.48,29.52,2.449,2767.63,0,
Simpelius B,50.16,-75.17,10.1,43.14,24.86,2.349,2015.59,1.34,
Simpelius C,48.79,-72.64,5.38,41.96,24.02,2.329,1890.69,1.27,
Simpelius D,55.93,-71.56,8.29,48.1,28.49,2.428,2592.01,0,
Simpelius E,42.96,-70,10.6,36.95,20.49,2.241,1409.14,0.99,
Simpelius F,27.08,-68.69,16.73,23.29,11.51,1.948,485.28,0.4,
Simpelius G,22.32,-71.78,22.76,19.2,9.04,1.837,310.5,0.27,
Simpelius H,28.68,-67.94,15.34,24.66,12.37,1.982,554.1,0.45,
Simpelius J,17.54,-75.86,8.11,14.56,4.86,2.797,0,0.17,
Simpelius K,22.43,-74.71,15.35,19.29,9.1,1.839,314.05,0.27,
Simpelius L,16.05,-70.44,6.53,13.32,4.16,2.573,0,0,
Simpelius M,6.82,-70.52,16.33,5.66,0.92,1.15,12.69,0,
Simpelius N,9.38,-71.36,24.09,7.79,1.61,1.552,33.01,0,
Simpelius P,5.66,-75.29,3.98,4.7,0.66,0.965,7.25,0,
Sinas,11.67,8.85,31.6,9.69,2.37,1.906,63.57,0,
Sinas A,5.13,7.78,32.59,4.26,0.56,0.88,5.4,0,
Sinas E,8.66,9.65,31,7.19,1.4,1.44,25.98,0,
Sinas G,3.64,9.57,34.27,3.02,0.3,0.637,1.93,0,
Sinas H,4.13,10.01,33.56,3.43,0.38,0.717,2.82,0,
Sinas J,4.31,10.31,33.7,3.58,0.41,0.747,3.2,0,
Sinas K,3.41,6.81,33.08,2.83,0.27,0.599,1.59,0,
Sirsalis,44.17,-12.49,-60.51,37.99,21.21,2.26,1502.52,1.04,Eratosthenian
Sirsalis A,48.46,-12.67,-61.4,41.68,23.82,2.325,1861.28,1.25,Nectarian
Sirsalis B,14.85,-11.11,-63.77,12.33,3.63,2.391,0,0,
Sirsalis C,22.42,-10.35,-64,19.28,9.09,1.839,313.72,0.27,
Sirsalis D,34.86,-9.98,-58.7,29.98,15.78,2.103,869.67,0.66,
Sirsalis E,70.29,-8.16,-56.7,60.45,37.9,2.758,4394.41,0,pre-Nectarian
Sirsalis F,13.16,-13.56,-60.15,10.92,2.93,2.134,0,0,
Sirsalis G,24.24,-13.85,-61.71,20.85,10.03,1.883,375.71,0.32,
Sirsalis H,25.49,-14.02,-62.5,21.92,10.68,1.912,421.98,0.35,
Sirsalis J,11.86,-13.42,-59.69,9.84,2.44,1.935,66.73,0,
Sirsalis K,7.04,-10.39,-57.47,5.84,0.97,1.185,13.96,0,
Sirsalis T,14.98,-9.28,-53.59,12.43,3.68,2.411,0,0,
Sirsalis Z,90.32,-10.37,-62.04,77.68,51.83,2.828,7842.2,0,pre-Nectarian
Sisakyan,35.6,41.07,109.13,30.62,16.2,2.117,912.91,0.68,
Sisakyan C,17.52,41.98,111.05,14.54,4.86,2.794,0,0.17,
Sisakyan D,48.1,41.89,111.17,41.37,23.6,2.319,1829.5,1.24,
Sisakyan E,14.93,41.22,110.94,12.39,3.66,2.403,0,0,
Sita,1.59,4.61,120.7,1.32,0.07,0.292,0.16,0,
Sklodowska,125.55,-18.04,96.15,107.97,0,2.923,16781.99,0,
Sklodowska A,45.49,-14.77,96.81,39.12,22.01,2.28,1608.28,1.11,Nectarian
Sklodowska D,17.45,-13.85,99.4,14.48,4.82,2.783,0,0.17,
Sklodowska J,14.72,-19.45,97.96,12.22,3.57,2.372,0,0,
Sklodowska R,17.84,-19,92.55,14.81,5.01,2.842,0,0.18,
Sklodowska Y,16.97,-13.34,95.73,14.09,4.59,2.711,0,0,
Slater,25.12,-88.08,111.29,21.6,10.48,1.904,407.96,0.34,
Slava,0.1,38.3,-35,0.08,0,0.017,0,0,
Slipher,74.65,49.28,160.27,64.2,40.86,2.775,5049.82,0,Lower Imbrian
Slipher S,26.77,48.98,158.71,23.02,11.35,1.941,472.55,0.39,
Slocum,12.15,-3.15,89.07,10.08,2.54,1.98,71.74,0,
Smith,32.87,-31.79,-151.01,28.27,14.67,2.066,759.25,0.58,
Smithson,6.04,2.38,53.64,5.01,0.74,1.026,8.81,0,
Smoluchowski,84.26,60.22,-96.91,72.46,47.53,2.808,6679.79,0,Nectarian
Smoluchowski F,33.79,59.97,-90.82,29.06,15.18,2.083,809.24,0.62,
Smoluchowski H,39.84,59.25,-92.84,34.26,18.65,2.19,1183.9,0.85,Upper Imbrian
Smythii,740,-2,87,636.4,0,3.49,0,0,pre-Nectarian 
Snellius,85.98,-29.33,55.7,73.94,48.74,2.814,6998.98,0,Nectarian
Snellius A,34.51,-27.43,53.68,29.68,15.59,2.097,849.63,0.64,Nectarian
Snellius B,25.25,-30.16,53.21,21.72,10.55,1.907,412.86,0.35,
Snellius C,8.65,-29.02,51.41,7.18,1.4,1.438,25.89,0,
Snellius D,8.13,-28.71,51.46,6.75,1.25,1.357,21.49,0,
Snellius E,11.86,-28.05,51.5,9.84,2.44,1.935,66.73,0,
Snellius X,9.11,-27.41,54.95,7.56,1.53,1.51,30.24,0,
Snellius Y,11.1,-25.74,52.21,9.21,2.17,1.818,54.71,0,
Sniadecki,41.13,-22.29,-168.84,35.37,19.41,2.212,1274.33,0.91,Nectarian
Sniadecki F,15.42,-22.02,-167.37,12.8,3.88,2.478,0,0,
Sniadecki J,29.34,-24.61,-166.47,25.23,12.73,1.996,584,0.47,
Sniadecki Q,79.49,-22.93,-170.27,68.36,44.19,2.792,5838.47,0,pre-Nectarian
Sniadecki Y,34.25,-21.09,-169.21,29.46,15.44,2.092,834.92,0.63,
Snowman,0.65,-3.02,-23.42,0.54,0.01,0.087,0.01,0,
Soddy,40.79,0.45,121.77,35.08,19.21,2.206,1250.13,0.89,
Soddy E,18.18,0.73,123.46,15.63,5.18,1.725,0,0.18,
Soddy G,12.13,0.02,123.81,10.07,2.54,1.977,71.39,0,
Soddy P,8.41,-0.8,121.17,6.98,1.33,1.4,23.79,0,
Soddy Q,23.12,-0.84,120.5,19.88,9.45,1.856,336.81,0.29,
Somerville,17.08,-8.33,64.96,14.18,4.64,2.728,0,0.16,
Sommerfeld,150.89,64.83,-161.54,129.77,0,2.977,0,0,Nectarian
Sommerfeld N,41.71,61.91,-162.36,35.87,19.75,2.221,1316.23,0.93,
Sommerfeld V,31.45,66.37,-170.43,27.05,13.88,2.038,685.62,0.54,
Sommering,27.97,0.19,-7.53,24.05,11.99,1.967,522.92,0.42,
Sommering A,2.72,1.1,-11.09,2.26,0.18,0.484,0.8,0,
Sommering P,5.91,2.14,-10.33,4.91,0.71,1.005,8.26,0,
Sommering R,16.56,1.88,-9.87,13.74,4.4,2.65,0,0,
Soraya,1.9,-12.87,-1.63,1.58,0.1,0.345,0.27,0,
Sosigenes,16.99,8.7,17.6,14.1,4.6,2.714,0,0,
Sosigenes A,11.29,7.76,18.47,9.37,2.24,1.848,57.56,0,
Sosigenes B,3.74,8.33,17.21,3.1,0.32,0.653,2.09,0,
Sosigenes C,3.31,7.22,18.97,2.75,0.26,0.582,1.45,0,
South,119.04,57.58,-50.94,102.37,73.18,2.907,14839.78,0,pre-Nectarian
South A,6.28,57.28,-50.41,5.21,0.79,1.064,9.91,0,
South B,14,57.54,-45.05,11.62,3.27,2.262,0,0,
South C,7.7,55.81,-49.57,6.39,1.14,1.289,18.26,0,
South Cluster,3.16,26.02,3.71,2.62,0.24,0.557,1.26,0,
South D,6.16,55.27,-49.13,5.11,0.77,1.045,9.35,0,
South E,8.11,56.7,-53,6.73,1.25,1.353,21.34,0,
South F,6.52,57.13,-54.09,5.41,0.85,1.102,11.09,0,
South G,5.68,55,-53.25,4.71,0.66,0.968,7.33,0,
South H,5.51,57.25,-48.18,4.57,0.63,0.941,6.69,0,
South K,4.42,59.17,-50.19,3.67,0.43,0.764,3.45,0,
South M,5.72,55.31,-51.02,4.75,0.67,0.974,7.49,0,
South Pole-Aitken,2500,-56,180,2150,0,3.942,0,0,pre-Nectarian 
South Ray,0.7,-9.15,15.38,0.58,0.02,0.093,0.01,0,Copernican 
Spallanzani,30.86,-46.38,24.73,26.54,13.55,2.027,656.27,0.52,Nectarian
Spallanzani A,6.65,-46.32,25.62,5.52,0.88,1.123,11.76,0,
Spallanzani D,6.29,-46.19,28.57,5.22,0.8,1.066,9.95,0,
Spallanzani F,21.99,-45.67,28.03,18.91,8.88,1.828,300,0.26,
Spallanzani G,15.04,-45.42,28.53,12.48,3.71,2.42,0,0,
Spencer Jones,88.19,13.06,165.84,75.84,50.31,2.821,7421.57,0,Lower Imbrian
Spencer Jones H,14.94,11.93,168.12,12.4,3.67,2.405,0,0,
Spencer Jones J,12.86,9.64,168.27,10.67,2.81,2.088,85.07,0,
Spencer Jones K,27.58,10.35,167.3,23.72,11.78,1.959,506.23,0.41,
Spencer Jones Q,15.1,11.73,164.79,12.53,3.73,2.429,0,0,
Spencer Jones W,53.45,14.94,163.53,45.97,26.92,2.395,2334.19,0,Nectarian
Spitzbergen A,6.13,32.71,-7.1,5.09,0.76,1.04,9.21,0,
Spitzbergen C,6.27,32.88,-8.81,5.2,0.79,1.062,9.86,0,
Spitzbergen D,3.18,33.3,-8.76,2.64,0.24,0.561,1.29,0,
Spook,0.34,-8.98,15.48,0.28,0,0.049,0,0,
Sporer,25.57,-4.3,-1.77,21.99,10.72,1.914,425.05,0.36,
Sporer A,4.48,-3.44,-2.07,3.72,0.44,0.774,3.6,0,
Spot,0.04,-8.98,15.5,0.03,0,0.007,0,0,
Spur,0.08,25.98,3.67,0.07,0,0.014,0,0,
Spurr,13.21,27.91,-1.27,10.96,2.95,2.142,0,0,
St. George,2.42,25.96,3.54,2.01,0.15,0.434,0.57,0,Upper Imbrian
St. John,66.74,10.07,149.98,57.4,35.52,2.744,3898.6,0,pre-Nectarian
St. John A,17.59,12.05,150.4,14.6,4.89,2.804,0,0.17,
St. John M,14.41,7.36,150.02,11.96,3.44,2.325,0,0,
St. John W,20.94,12.24,147.04,18.01,8.35,1.801,267.94,0.24,Lower Imbrian
St. John X,31.24,13.76,147.34,26.87,13.76,2.034,675.09,0.53,Lower Imbrian
St. John Y,22.89,13.54,148.99,19.69,9.33,1.851,329.12,0.29,
Stadius,68.48,10.48,-13.77,58.89,36.68,2.751,4137.42,0,Lower Imbrian
Stadius A,4.27,10.44,-14.84,3.54,0.4,0.74,3.11,0,
Stadius B,5.6,11.84,-13.62,4.65,0.65,0.955,7.02,0,
Stadius C,2.82,9.74,-12.9,2.34,0.19,0.501,0.9,0,
Stadius D,3.51,10.29,-15.35,2.91,0.28,0.615,1.73,0,
Stadius E,4.17,12.61,-15.63,3.46,0.39,0.724,2.9,0,
Stadius F,4.34,13.02,-15.67,3.6,0.41,0.751,3.27,0,
Stadius G,4.22,11.24,-14.77,3.5,0.39,0.732,3.01,0,
Stadius H,3.37,11.62,-13.98,2.8,0.26,0.592,1.53,0,
Stadius J,4.83,13.82,-16.1,4.01,0.5,0.831,4.51,0,
Stadius K,4.04,9.67,-13.66,3.35,0.36,0.702,2.64,0,
Stadius L,2.87,10.12,-12.96,2.38,0.2,0.509,0.95,0,
Stadius M,6.18,14.73,-16.57,5.13,0.77,1.048,9.44,0,
Stadius N,4.5,9.4,-15.65,3.74,0.44,0.778,3.65,0,
Stadius P,5.66,11.75,-15.23,4.7,0.66,0.965,7.25,0,
Stadius Q,2.84,11.48,-14.81,2.36,0.2,0.504,0.92,0,
Stadius R,5.21,12.25,-15.26,4.32,0.57,0.892,5.66,0,
Stadius S,4.33,12.9,-15.58,3.59,0.41,0.75,3.25,0,
Stadius T,5.84,13.18,-15.75,4.85,0.7,0.994,7.97,0,
Stadius U,4.92,13.97,-16.45,4.08,0.52,0.846,4.76,0,
Stadius W,4.3,14.12,-16.48,3.57,0.41,0.745,3.18,0,
Stark,47.72,-25.43,134.59,41.04,23.36,2.314,1796.28,1.22,Nectarian
Stark R,19.12,-26.37,133.21,16.44,5.66,1.752,217.18,0.2,
Stark V,24.95,-25.07,133.28,21.46,10.39,1.9,401.62,0.34,
Stark Y,31.44,-24.33,134,27.04,13.87,2.038,685.11,0.53,
Stearns,38.94,34.68,162.6,33.49,18.12,2.175,1123.03,0.82,Eratosthenian
Stebbins,129.74,64.36,-142.64,111.58,0,2.932,18104.13,0,pre-Nectarian
Stebbins C,46.92,67.36,-134.01,40.35,22.88,2.302,1727.48,1.18,Upper Imbrian
Stebbins U,44.35,64.91,-148.11,38.14,21.32,2.263,1516.71,1.05,Nectarian
Stefan,112.18,46.33,-108.77,96.47,67.95,2.89,12938.43,0,pre-Nectarian
Stefan L,25.7,44.38,-108.11,22.1,10.79,1.917,430.05,0.36,
Stein,30.72,7,179.11,26.42,13.48,2.024,649.41,0.51,Nectarian
Stein C,25.79,8.76,-178.82,22.18,10.83,1.919,433.54,0.36,
Stein K,19.44,5.11,-179.97,16.72,5.83,1.761,225.67,0.21,
Stein L,16.65,4.64,-179.89,13.82,4.44,2.663,0,0,
Stein M,27.52,3.83,178.84,23.67,11.75,1.957,503.69,0.41,
Stein N,15.03,2.13,178.44,12.47,3.7,2.419,0,0,
Steinheil,63.28,-48.71,46.66,54.42,33.24,2.729,3447.49,0,Nectarian
Steinheil E,14.13,-44.88,47.49,11.73,3.32,2.282,0,0,
Steinheil F,21.26,-45.34,48.3,18.28,8.51,1.81,277.49,0.25,
Steinheil G,18.58,-45.7,49.99,15.98,5.39,1.737,0,0.19,
Steinheil H,19.17,-45.77,46.97,16.49,5.69,1.754,218.49,0.2,
Steinheil K,4.32,-48.63,51.97,3.59,0.41,0.748,3.22,0,
Steinheil X,17.19,-47.6,45.76,14.27,4.69,2.744,0,0.16,
Steinheil Y,15.59,-47.35,45.06,12.94,3.95,2.503,0,0,
Steinheil Z,21.36,-46.41,45.34,18.37,8.56,1.812,280.51,0.25,
Steklov,36.61,-36.73,-105.05,31.48,16.78,2.135,973.85,0.72,Upper Imbrian
Stella,0.42,19.91,29.76,0.35,0.01,0.059,0,0,
Steno,32.29,32.61,161.78,27.77,14.34,2.055,728.66,0.56,Nectarian
Steno N,20.28,31.13,161.52,17.44,8.02,1.784,248.83,0.23,
Steno Q,33.31,29.06,157.73,28.65,14.91,2.074,782.93,0.6,Eratosthenian
Steno R,17.52,31.07,158.84,14.54,4.86,2.794,0,0.17,
Steno T,37.88,32.52,159.67,32.58,17.51,2.157,1053.67,0.77,Nectarian
Steno U,29.98,32.97,158.23,25.78,13.07,2.009,613.84,0.49,Nectarian
Steno-Apollo,0.52,20.15,30.79,0.43,0.01,0.072,0.01,0,
Sternfeld,109.8,-19.75,-142.27,94.43,66.15,2.884,12313.13,0,pre-Nectarian
Stetson,63.12,-39.58,-118.2,54.28,33.13,2.728,3427.38,0,pre-Nectarian
Stetson E,36.58,-39.62,-117.31,31.46,16.76,2.134,972.01,0.72,Upper Imbrian
Stetson G,20.48,-40.02,-117.51,17.61,8.12,1.789,254.54,0.23,
